,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288
1/2^1,0.00495302677154541,0.004697322845458984,0.004795670509338379,0.005058884620666504,0.0054454803466796875,0.006333351135253906,0.008131027221679688,0.012000799179077148,0.018979191780090332,0.033151865005493164,0.07452869415283203,0.12564492225646973,0.23268115520477295,0.467445969581604,0.9819072484970093,1.8893877267837524,3.74368679523468,7.470357418060303,14.936975121498108
1/2^2,0.005241513252258301,0.004573225975036621,0.004716634750366211,0.004881024360656738,0.005498170852661133,0.0062410831451416016,0.008094072341918945,0.011725664138793945,0.019156932830810547,0.033824801445007324,0.07536935806274414,0.12276005744934082,0.24134671688079834,0.46638548374176025,0.9499422311782837,1.8912279605865479,3.6790798902511597,7.350432276725769,15.057272911071777
1/2^3,0.004656791687011719,0.004652857780456543,0.004754066467285156,0.004858732223510742,0.005348801612854004,0.006296634674072266,0.00807952880859375,0.0116194486618042,0.019625067710876465,0.03436005115509033,0.06250667572021484,0.13073909282684326,0.24522531032562256,0.46478331089019775,0.9735884666442871,1.8827247619628906,3.6775907278060913,7.5509257316589355,14.827394843101501
1/2^4,0.004778504371643066,0.004591584205627441,0.004803180694580078,0.004868865013122559,0.005333900451660156,0.00623321533203125,0.008076667785644531,0.011760592460632324,0.01945805549621582,0.034546613693237305,0.06224775314331055,0.13190293312072754,0.23937857151031494,0.46563398838043213,0.9260035753250122,1.8398957252502441,3.716166615486145,7.373861193656921,14.85131061077118
1/2^5,0.004679083824157715,0.00451052188873291,0.004774570465087891,0.004997372627258301,0.005363583564758301,0.006261348724365234,0.008098840713500977,0.011745095252990723,0.019160151481628418,0.034394264221191406,0.06343197822570801,0.1257343292236328,0.24214863777160645,0.4759068489074707,0.924288272857666,1.8722155094146729,3.6409016847610474,7.403144836425781,14.762046098709106
1/2^6,0.004781126976013184,0.0050286054611206055,0.004682421684265137,0.004845976829528809,0.005362033843994141,0.006233692169189453,0.008067846298217773,0.011900782585144043,0.019403696060180664,0.03340411186218262,0.06184995174407959,0.12081646919250488,0.2365713119506836,0.4760340452194214,0.9379178285598755,1.8575345277786255,3.7747645378112793,7.468499660491943,15.023507356643677
1/2^7,0.004879355430603027,0.00452268123626709,0.004610419273376465,0.004864811897277832,0.005309462547302246,0.006213665008544922,0.00801551342010498,0.012077927589416504,0.019159793853759766,0.03480696678161621,0.0641103982925415,0.11872303485870361,0.23357784748077393,0.4745229482650757,0.9120302200317383,1.8258838653564453,3.6466485261917114,7.267767071723938,14.676278471946716
1/2^8,0.004604220390319824,0.004530191421508789,0.004629373550415039,0.004825711250305176,0.005288124084472656,0.006258249282836914,0.00803375244140625,0.011683106422424316,0.01915740966796875,0.03441774845123291,0.06441235542297363,0.12026798725128174,0.23463308811187744,0.4638329744338989,0.9294127225875854,1.843800663948059,3.6593799591064453,7.349924802780151,14.774260401725769
1/2^9,0.004722952842712402,0.004511475563049316,0.0046844482421875,0.004902362823486328,0.005341053009033203,0.006230473518371582,0.008040428161621094,0.011753559112548828,0.019170045852661133,0.03420412540435791,0.06266391277313232,0.11937546730041504,0.23222720623016357,0.45853209495544434,0.9153732061386108,1.8374735116958618,3.6129070520401,7.30581521987915,15.321917176246643
